hotel_name,hotel_address,hotel_location,hotel_rating,hotel_description,hotel_country,hotel_num_reviews,unique_tags,hotel_img_url,hotel_link,unique_review_country,best_noun,worst_noun,features_room,features_facilities,features_location,features_staff,features_food,pos_review_count,neg_review_count
BED STATION Hostel Khaosan,"80 Soi Tanee, Tanee Road, Kwang Talard Yord, Khet Phra Nakorn, 10200 Bangkok, Thailand","13.76042000,100.49802600",9.5,"You're eligible for a Genius discount at BED STATION Hostel Khaosan! To save at this property, all you have to do is sign in.
BED STATION Hostel Khaosan has a restaurant, bar, a shared lounge and garden in Bangkok. Located around 1,650 feet from Khao San Road, the hostel with free WiFi is also 0.8 miles away from Bangkok National Museum. The hostel features an outdoor swimming pool, fitness centre, evening entertainment and a 24-hour front desk.
Guests at the hostel can enjoy a à la carte breakfast.
You can play billiards and darts at BED STATION Hostel Khaosan.
Popular points of interest near the accommodation include Temple of the Emerald Buddha, Wat Saket and Grand Palace. The nearest airport is Don Mueang International Airport, 16.2 miles from BED STATION Hostel Khaosan.",Thailand,1850,"Stayed 4 nights,Stayed 12 nights,Bed in-13 Bed Female Dormitory Ensuite Room,Submitted via mobile,Stayed 1 night,Solo traveller,Business trip,Bunk Bed in 12-Bed Female Dormitory Room,Double Bed in 10-Bed Mixed Dormitory Room,Double Bed in-12 Bed Mixed Dormitory Room,Stayed 7 nights,Bed in 10-Bed Mixed Dormitory Room,Leisure trip,Bed in-8 Bed Female Dormitory Room,Bed in 8-Bed Mixed Dormitory Room,Stayed 5 nights,People with friends,Stayed 2 nights,Couple,Bed in 16-Bed Mixed Dormitary Room,Bed in 12-Bed Mixed Dormitory Room,Bed in-18 Bed Mixed Dormitary Room,Stayed 3 nights,Stayed 25 nights,Family Room,Double Room with Private Bathroom,Stayed 6 nights,Double Room with Shared Bathroom,Group",https://t-cf.bstatic.com/xdata/images/hotel/max500/183842152.jpg?k=863f30a8491fc34fbfe163970b128f9379a1f2d330c635ff9aa562259edfc0db&o=&hp=1,https://www.booking.com/hotel/th/bed-station-hostel-khaosan.en-gb.html?label=gen173nr-1FCCoo3QE4rAJICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuALS3qOSBsACAdICJGRjYzAyYTk0LTNmZDItNDI2My04ZDk2LWUyMzRhMTY4MDY1ZdgCBeACAQ;sid=251d7669ddc4f45bb753a3fdccedc3ca,"Egypt,Italy,Lebanon,Cambodia,Netherlands,Israel,Finland,Singapore,United Arab Emirates,Japan,Russia,Poland,Chile,France,Czech Republic,Guernsey,United Kingdom,Lithuania,Philippines,Argentina,Vietnam,India,Austria,Jersey,Ukraine,China,Indonesia,Bangladesh,South Africa,Thailand,Malta,Malaysia,Germany,Portugal,Sweden,Spain,Qatar,Hungary,New Zealand,Brazil,Slovenia,Saudi Arabia,Ireland,Canada,Denmark,Pakistan,Taiwan,Mexico,South Korea,Croatia,Turkey,Australia,Switzerland,Belgium,United States","hostel,staff,bed","room,people,water",1,1,0,1,1,266,11
42Grand Residence,"24 ซอย สุขุมวิท 42 42grand residence, Khlong Toei, 10110 Bangkok, Thailand","13.71640735,100.58436056",9.1,"You're eligible for a Genius discount at 42Grand Residence! To save at this property, all you have to do is sign in.
Set in Bangkok, within 1.6 miles of Emporium Shopping Mall and 2.5 miles of Queen Sirikit National Convention Centre, 42Grand Residence offers accommodation with a terrace and free WiFi as well as free private parking for guests who drive. The property is around 3.1 miles from Arab Street, 3.1 miles from Central Embassy and 3.7 miles from Amarin Plaza. The hotel has an indoor pool, fitness centre and a kids' club.
All guest rooms in the hotel are fitted with air conditioning, a seating area, a flat-screen TV with satellite channels, a kitchen, a dining area, a safety deposit box and a private bathroom with a bidet, bathrobes and slippers. 42Grand Residence features some units with pool views, and the rooms include a patio. At the accommodation all rooms are fitted with bed linen and towels.
You can play table tennis at 42Grand Residence.
Gaysorn Village Shopping Mall is 3.7 miles from the hotel, while Central World is 3.7 miles from the property. The nearest airport is Suvarnabhumi Airport, 16.8 miles from 42Grand Residence.",Thailand,104,"Apartment with Pool View,Submitted via mobile,Stayed 3 nights,Stayed 1 night,Stayed 5 nights,People with friends,Stayed 2 nights,Deluxe Suite,Solo traveller,Stayed 9 nights,Family with young children,Business trip,Stayed 6 nights,Couple,Stayed 7 nights,Junior Suite with Balcony,Leisure trip,1 Bedroom Deluxe Suite - Special Offer",https://cf.bstatic.com/xdata/images/hotel/max500/220041206.jpg?k=c4b9db660c2888a4cb32746b6c1cef210a0a8c0ba41888e205b67a2d768dfba1&o=&hp=1,https://www.booking.com/hotel/th/42grand-residence.en-gb.html?label=gen173nr-1FCCoo3QE4rAJICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuALS3qOSBsACAdICJGRjYzAyYTk0LTNmZDItNDI2My04ZDk2LWUyMzRhMTY4MDY1ZdgCBeACAQ;sid=e8b19ac8621b7299d5f18ef4a3d853f6,"Thailand,Egypt,Canada,United Kingdom,Malaysia,Netherlands,Finland,Spain,Vietnam,Singapore,Japan,Slovakia,China,United States,Indonesia","room,location,station","water,shower,door",1,1,1,1,1,19,1
Bangpho Story,"393/5 Pracha Rat Sai 2 Road 393/5, Bang Sue, 10800 Bangkok, Thailand","13.80661700,100.52105600",9.6,"Offering air-conditioned rooms in the Bang Sue district of Bangkok, Bangpho Story is 2 miles from Chatuchak Weekend Market. Among the facilities at this property are a shared kitchen and a shared lounge, along with free WiFi throughout the property. Local points of interest like Khao San Road and Wat Saket are reachable within 3.7 miles and 6 km, respectively.
The units feature a shared bathroom, slippers and bed linen.
Dusit Palace is 2.5 miles from the hostel, while Central Plaza Ladprao is 2.7 miles away. The nearest airport is Don Mueang International Airport, 9.3 miles from Bangpho Story.",Thailand,31,"Submitted via mobile,Stayed 1 night,Standard Double Room with Shared Bathroom,Bed in 8-Bed Mixed Dormitory Room,Stayed 3 nights,Bed in 6-Bed Female Dormitory Room,People with friends,Solo traveller,Single Bed in 6-Bed Dormitory Room,Business trip,Couple,Leisure trip",https://cf.bstatic.com/xdata/images/hotel/max500/268189506.jpg?k=b0fa4b73f63599b6b0174c24d8eaa7e37d900cceac446606132ca641241adc43&o=&hp=1,https://www.booking.com/hotel/th/bangpho-story.en-gb.html?label=gen173nr-1FCCoo3QE4rAJICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuALS3qOSBsACAdICJGRjYzAyYTk0LTNmZDItNDI2My04ZDk2LWUyMzRhMTY4MDY1ZdgCBeACAQ;sid=6fa60fa2c59b02bbfc6e60853b6f2243,Thailand,"hostel,staff,night","password,brochure,receipt",1,0,0,0,1,9,0
Triple Y Hotel,"948 Rama IV Road, Wangmai Pathumwan, Pathumwan, 10330 Bangkok, Thailand","13.73492287,100.52827772",9.3,"Situated in Bangkok, within 0.9 miles of Bangkok Art & Culture Centre and 1 miles of Siam Discovery, Triple Y Hotel features accommodation with a fitness centre and free WiFi throughout the property as well as free private parking for guests who drive. The property is around 1.2 miles from Jim Thompson House, 1.6 miles from Gaysorn Village Shopping Mall and 1.7 miles from Central World. The accommodation provides a 24-hour front desk, room service and luggage storage for guests.
The hotel will provide guests with air-conditioned rooms offering a desk, a safety deposit box, a flat-screen TV and a private bathroom with a shower. At Triple Y Hotel the rooms include bed linen and towels.
Guests at the accommodation can enjoy a continental or a à la carte breakfast.
Popular points of interest near Triple Y Hotel include MBK Center, SEA LIFE Bangkok Ocean World and Siam Paragon Mall. The nearest airport is Don Mueang International, 16.2 miles from the hotel, and the property offers a paid airport shuttle service.",Thailand,341,"Stayed 4 nights,Deluxe King Room with City View,Stayed 13 nights,Deluxe Twin Room with City View,Submitted via mobile,Stayed 1 night,Solo traveller,Business trip,Leisure trip,Stayed 5 nights,People with friends,Stayed 2 nights,Family with young children,Couple,Stayed 8 nights,Studio,Stayed 3 nights,Deluxe Triple Room with City View,Stayed 14 nights,Stayed 6 nights,Group",https://t-cf.bstatic.com/xdata/images/hotel/max500/326424169.jpg?k=a000a2cc9420063c73097fd1a168295c4c4ca825300a72d2993cf14bae6c6e41&o=&hp=1,https://www.booking.com/hotel/th/triple-y.en-gb.html?label=gen173nr-1FCCoo3QE4rAJICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuALS3qOSBsACAdICJGRjYzAyYTk0LTNmZDItNDI2My04ZDk2LWUyMzRhMTY4MDY1ZdgCBeACAQ;sid=46869a21f25ba52f73849e165705559c,"Thailand,Canada,Lithuania,United Kingdom,Laos,Germany,Latvia,Netherlands,Israel,Singapore,Belgium,Romania,Russia,Poland,Iceland","room,staff,mall","breakfast,window,hotel",1,0,1,1,1,52,0
The Quarter Ladprao by UHG,"80 Soi Ladprao 4, Ladprao Road, Chom Phon, Chatuchak, Chatuchak, 10400 Bangkok, Thailand","13.81210535,100.56210887",9.2,"You're eligible for a Genius discount at The Quarter Ladprao by UHG! To save at this property, all you have to do is sign in.
The Quarter Ladprao by UHG has a restaurant, outdoor swimming pool, a fitness centre and garden in Bangkok. With free WiFi, this 4-star hotel offers a 24-hour front desk and room service. Some units at the property have a balcony with a garden view.
At the hotel the rooms are fitted with air conditioning, a seating area, a flat-screen TV with satellite channels, a safety deposit box and a private bathroom with a shower, slippers and a hairdryer. All rooms will provide guests with a desk and a kettle.
Guests at The Quarter Ladprao by UHG can enjoy a buffet breakfast.
The accommodation offers 4-star accommodation with a hammam and sun terrace.
Central Plaza Ladprao is 1 miles from The Quarter Ladprao by UHG, while Chatuchak Weekend Market is 1.9 miles from the property. The nearest airport is Don Mueang International Airport, 9.3 miles from the hotel.",Thailand,3272,"Stayed 4 nights,Superior Twin Room,Stayed 12 nights,Stayed 13 nights,Stayed 22 nights,Submitted via mobile,Stayed 1 night,Stayed 9 nights,Solo traveller,Business trip,Stayed 7 nights,Superior King Room,Leisure trip,Stayed 5 nights,People with friends,Stayed 2 nights,Stayed 10 nights,Family with young children,Couple,Stayed 8 nights,Stayed 3 nights,Stayed 25 nights,Deluxe Twin Room,Stayed 6 nights,Deluxe King Room,Group",https://t-cf.bstatic.com/xdata/images/hotel/max500/181834935.jpg?k=1c6d17444d9258117d1f7fb89cb693c1ad2384cecbc10aa4813f30c196529849&o=&hp=1,https://www.booking.com/hotel/th/ladprao-hills.en-gb.html?label=gen173nr-1FCCoo3QE4rAJICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuALS3qOSBsACAdICJGRjYzAyYTk0LTNmZDItNDI2My04ZDk2LWUyMzRhMTY4MDY1ZdgCBeACAQ;sid=78616e5f120e0f4f51a29ca8c2accd71,"Egypt,Italy,Syria,Sri Lanka,Singapore,Finland,Netherlands,United Arab Emirates,Israel,Luxembourg,Japan,Russia,Poland,France,Czech Republic,United Kingdom,Lithuania,Philippines,Austria,Vietnam,India,Ukraine,Hong Kong,China,Indonesia,South Africa,Thailand,Malaysia,Germany,Sweden,Bosnia and Herzegovina,Spain,Bahrain,Qatar,Hungary,New Zealand,Oman,Slovenia,Saudi Arabia,Ireland,Canada,Denmark,Taiwan,South Korea,Turkey,Australia,Switzerland,Belgium,Puerto Rico,Macao,Estonia,United States,Laos","room,location,hotel","staff,breakfast,door",1,1,1,0,1,367,19
HOLY SHEET Hostel,"1036/17 Soi Sukhumvit 42/1, Phrakanong, Klongtoey, Khlong Toei, 10110 Bangkok, Thailand","13.71626631,100.58842758",9.6,"You're eligible for a Genius discount at HOLY SHEET Hostel! To save at this property, all you have to do is sign in.
Situated approximately a 5-minute walk from Ekkamai and Phra Kanong BTS Skytrain Stations, HOLY SHEET Hostel offers easy access to many of Bangkok's must-see attractions and well known shopping malls. Featuring free WiFi and a restaurant, the hostel is just 2,300 feet away from the Eastern Bus Terminal. Guests can enjoy drinks at the on-site bar.
Certain units include a seating area to relax in after a busy day. All rooms include a private or shared bathroom. A flat-screen TV with satellite channels is provided.
There is a shared kitchen and a shared lounge at the property.
The nearest airport is Suvarnabhumi Airport, 11.2 miles from the property.",Thailand,106,"Submitted via mobile,Stayed 1 night,Standard Double Room with Shared Bathroom,Stayed 4 nights,10-Bed Mixed Dormitory Room,Stayed 10 nights,Solo traveller,Stayed 2 nights,People with friends,Business trip,Deluxe King Room,Couple,Bed in 10-Bed Mixed Dormitory Room,Bed in 4-Bed Female Dormitory Room,Leisure trip",https://cf.bstatic.com/xdata/images/hotel/max500/287185255.jpg?k=2dc9e1aef082160d0b52713ae1becc85d5f209c2d0920d9918d341ec49d67e5c&o=&hp=1,https://www.booking.com/hotel/th/better-bed.en-gb.html?label=gen173nr-1FCCoo3QE4rAJICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuALS3qOSBsACAdICJGRjYzAyYTk0LTNmZDItNDI2My04ZDk2LWUyMzRhMTY4MDY1ZdgCBeACAQ;sid=50afe2190b7a19bd899c771db324d39d,"Thailand,Ireland,Canada,Denmark,United Kingdom,Philippines,Germany,South Korea,Argentina,Vietnam,India,Finland,Russia,United States","host,hostel,place","cleaning,setup,area",1,1,1,1,1,23,1
Renaissance Bangkok Ratchaprasong Hotel - SHA Extra Plus,"518/8 Ploenchit Road, Pathumwan, 10330 Bangkok, Thailand","13.74283469,100.54199338",9.5,"Towering over central Bangkok, Renaissance Ratchaprasong offers 5-star luxury in elegant rooms just 550 feet from Chidlom Skytrain Station. Just 2,650 feet from Siam Paragon, it houses a first-rate spa, fitness facilities and 5 dining options.
Renaissance Bangkok Ratchaprasong Hotel - SHA Extra Plus is located within 0.6 miles from major shopping malls Central Embassy and Central World Plaza. Bangkok National Museum is 5 miles away. It offers free parking and is about 21.7 miles from Suvarnabhumi International Airport. Don Muang Airport is 13.7 miles away.
Offering city views and natural light from over-sized windows, spacious rooms come with cable TV. Large glass-walled bathrooms have a bathtub and separate shower stall.
Guests can relax with a soothing massage at Quan Spa or in the steam rooms. The hotel also offers free fitness lessons at its gym and an indoor pool.
All-day dining with international dishes is available in the stylish environment of Flavours restaurant. Fei Ya offers fine Chinese dishes while La Tavola restaurant boasts a wine bar.",Thailand,444,"Executive Club,Stayed 4 nights, Club lounge access, Club Lounge Access,Submitted via mobile,Stayed 1 night,Renaissance Suite,Solo traveller,Business trip,Stayed 7 nights,Stayed 29 nights, Guest room,Leisure trip,Deluxe, Guest Room,Stayed 5 nights,People with friends,Stayed 2 nights,Family with young children,Staycation Offer - Deluxe,Couple,Studio Suite, 1 Bedroom Suite, 1 King,Executive Suite,Stayed 3 nights,R Discoveries, 1 King - Receive 3,Stayed 6 nights, 2 Double,000 THB Hotel Credit,Group",https://cf.bstatic.com/xdata/images/hotel/max500/25944038.jpg?k=a2d42469a460d1aea5428535df741d1567502d28e2b7e987b3ef5f32289cac8e&o=&hp=1,https://www.booking.com/hotel/th/renaissance-bangkok-ratchaprasong.en-gb.html?label=gen173nr-1FCCoo3QE4rAJICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuALS3qOSBsACAdICJGRjYzAyYTk0LTNmZDItNDI2My04ZDk2LWUyMzRhMTY4MDY1ZdgCBeACAQ;sid=222a002d54101dbf89df1e7755e72917,"Sri Lanka,Singapore,Israel,United Arab Emirates,Brunei Darussalam,Japan,Russia,France,United Kingdom,Serbia,Vietnam,India,Hong Kong,China,Indonesia,Thailand,Malaysia,Spain,Bahrain,Qatar,Oman,Brazil,Slovenia,Saudi Arabia,Canada,Kuwait,South Korea,Turkey,Australia,Switzerland,Cyprus,United States","staff,breakfast,location","room,hotel,food",1,1,1,1,1,95,2
Sawatdee Guesthouse the Original,"71 Thanon Si Ayutthaya Dusit Vachiraphayaban, Dusit, 10300 Bangkok, Thailand","13.77210000,100.50363200",9.3,"You're eligible for a Genius discount at Sawatdee Guesthouse the Original! To save at this property, all you have to do is sign in.
Set in Bangkok and with Dusit Palace reachable within 1.5 km, Sawatdee Guesthouse the Original offers express check-in and check-out, allergy-free rooms, a restaurant, free WiFi throughout the property and a shared lounge. The property is around 1.2 miles from Khao San Road, 1.9 miles from Wat Saket and 2.1 miles from Bangkok National Museum. The accommodation provides room service and luggage storage space for guests.
At the hostel every room includes bed linen and towels.
Temple of the Emerald Buddha is 2.2 miles from Sawatdee Guesthouse the Original, while Grand Palace is 2.4 miles away. The nearest airport is Don Mueang International Airport, 16.2 miles from the accommodation.",Thailand,863,"Stayed 4 nights,Quadruple Room with Shared Bathroom,Triple Room with Shared Bathroom,Submitted via mobile,Stayed 1 night,Solo traveller,Business trip,Double Fan Room with Shared Bathroom,Stayed 7 nights,Leisure trip,Deluxe King Suite,Stayed 5 nights,People with friends,Stayed 2 nights,Family with young children,Couple,Stayed 3 nights,Deluxe Queen Suite,Group",https://cf.bstatic.com/xdata/images/hotel/max500/144073902.jpg?k=015faa6b7d77396d247d2f21bbcb5b729f91ca107e7764aa7060ec32690b8880&o=&hp=1,https://www.booking.com/hotel/th/sawatdee-guesthouse-the-original.en-gb.html?label=gen173nr-1FCCoo3QE4rAJICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuALS3qOSBsACAdICJGRjYzAyYTk0LTNmZDItNDI2My04ZDk2LWUyMzRhMTY4MDY1ZdgCBeACAQ;sid=49ebe47acd8f0765b24e7984f468f6ed,"Italy,Netherlands,Norway,Slovakia,Poland,Chile,France,Czech Republic,United Kingdom,Lithuania,Serbia,Philippines,Austria,Vietnam,Thailand,Greece,Germany,Portugal,Sweden,Spain,Isle of Man,Hungary,New Zealand,Brazil,Ireland,Canada,Taiwan,Latvia,Turkey,Australia","staff,room,place","bathroom,guest,floor",0,1,1,1,1,101,3
Grande Centre Point Sukhumvit 55 Thong Lo - SHA Plus,"300 Sukhumvit Soi 55 (Thonglo) Klongton Nua, Wattana, Wattana, 10110 Bangkok, Thailand","13.73162362,100.58188587",9.2,"You're eligible for a Genius discount at Grande Centre Point Sukhumvit 55 Thong Lo - SHA Plus! To save at this property, all you have to do is sign in.
Conveniently located in a luxurious area of Bangkok, Grande Centre Point Sukhumvit 55 features an outdoor pool and a terrace where guests can relax after their long tiring day. Delicious foods are served daily at the restaurant on site.
All air-conditioned rooms feature a satellite flat-screen TV and en suite bathroom with free toiletries. Some units come with a seating area for guests' comfort.
Staff are 24-hour available to service all guests at the front desk. Laundry and daily maid services are also provided.
Guests staying at this property can easily reach Thong Lo BTS Skytrain Station within a 10-minute walk or with a complimentary tuk-tuk shuttle service. There are several shopping malls, such as The Emporium and The EmQuartier, located nearby. Camillian Hospital is 2,800 feet away, while Suvarnabhumi International Airport is 14.3 miles from the property.",Thailand,576,"Stayed 4 nights,Stayed 13 nights,Submitted via mobile,Stayed 1 night,Solo traveller,Signature Deluxe with Onsen,Business trip,Executive Suite Quadruple Room,Signature Deluxe (3 Adults),Leisure trip,Two Bedroom Family Suite,Stayed 5 nights,People with friends,Stayed 2 nights,Grande Corner Suite,Family with young children,Couple,Stayed 8 nights,Signature Deluxe Double or Twin Room,Executive Suite,Stayed 3 nights,Superior Room Double or Twin Room,Stayed 14 nights,Stayed 11 nights,Stayed 6 nights,Group",https://t-cf.bstatic.com/xdata/images/hotel/max500/325997508.jpg?k=27ea7bf94f45b6973ec66781f9ce70f24c54e52c1333f27ab35597a7368f049e&o=&hp=1,https://www.booking.com/hotel/th/grande-centre-point-sukhumvit-55.en-gb.html?label=gen173nr-1FCCoo3QE4rAJICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuALS3qOSBsACAdICJGRjYzAyYTk0LTNmZDItNDI2My04ZDk2LWUyMzRhMTY4MDY1ZdgCBeACAQ;sid=b2cdb87f4e9ce15c939a9f78b6ddca36,"Nepal,Singapore,United Arab Emirates,Israel,Netherlands,Luxembourg,France,United Kingdom,Philippines,Austria,Vietnam,India,Hong Kong,Thailand,Malaysia,Germany,Cayman Islands,Qatar,New Zealand,Brazil,Pakistan,Kuwait,Taiwan,South Korea,Australia,Switzerland,Belgium,Estonia,United States","room,location,hotel","breakfast,floor,staff",0,1,1,1,0,89,6
Taraplace Hotel Bangkok,"113, 117 Samsen Rd., Phranakorn, Bangkok, Thailand","13.76416692,100.49939588",9.4,"You're eligible for a Genius discount at Taraplace Hotel Bangkok! To save at this property, all you have to do is sign in.
Tara Place is less than a 10-minute walk from Khaosan Road and nightlife options. It offers non-smoking rooms with a cable flat-screen TV and an on-site restaurant. Free Wi-Fi is available throughout the property.
Thammasat University is a 10-minute walk from Tara Place. Grand Palace and Emerald Buddha Temple are a 10-minute walk away. The residence is a 45-minute ride from Suvarnabhumi International Airport.
Air-conditioned rooms offer a seating area, a minibar and a fridge. Free toiletries are included in the en suite bathrooms.
For convenience, there is a 24-hour front desk reception. Guests may arrange day trips at the tour desk.",Thailand,963,"Standard Twin Room,Stayed 4 nights,Standard Single Room,Submitted via mobile,Stayed 1 night,Solo traveller,Business trip,Stayed 7 nights,Leisure trip,Stayed 5 nights,People with friends,Stayed 2 nights,Stayed 10 nights,Family with young children,Couple,Stayed 8 nights,Superior Triple Room,Stayed 3 nights,Family Room,Standard Double Room,Stayed 6 nights,Group",https://cf.bstatic.com/xdata/images/hotel/max500/263746482.jpg?k=efe309fd7dd0260eab7b4ac61c23bf7d7fdf8bc4c9d951dfe5b2c2ff9fb1486f&o=&hp=1,https://www.booking.com/hotel/th/tara-place.en-gb.html?label=gen173nr-1FCCoo3QE4rAJICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuALS3qOSBsACAdICJGRjYzAyYTk0LTNmZDItNDI2My04ZDk2LWUyMzRhMTY4MDY1ZdgCBeACAQ;sid=e7d5a74c10de50ceb07598422cc30a7d,"Italy,Netherlands,Israel,Finland,United Arab Emirates,Singapore,Japan,Russia,Poland,France,United Kingdom,Philippines,Fiji,Vietnam,India,Ukraine,Romania,Mauritius,China,South Africa,Thailand,Greece,Malaysia,Germany,Sweden,Spain,Hungary,New Zealand,Kazakhstan,Ireland,Canada,South Korea,Latvia,Costa Rica,Australia,Belgium,Estonia,United States","staff,room,location","hotel,stay,place",1,1,1,1,1,92,3
Anantara Riverside Bangkok Resort - SHA Plus Certified,"257 Charoennakorn Road, Samrae, Thonburi, 10600 Bangkok, Thailand","13.70419310,100.49261391",9.4,"Escape Bangkok’s bustle in the beautifully landscaped grounds of Anantara Riverside Bangkok Resort. Overlooking the Chao Phraya River, it boasts a large outdoor pool with spa jets and spacious Thai-style rooms.
Anantara Riverside Bangkok Resort is a 5-minute drive from new Krung Thon Buri Skytrain station and has free parking. It is a 45-minute drive from Suvarnabhumi Airport.
Offering a 40-inch flat-screen TV, tastefully furnished rooms feature Thai fabrics and modern comforts. Spacious bathrooms have a bathtub and bathrobes.
Enjoy relaxing massages within tropical gardens at Anantara Spa while little ones are kept busy at Chang Noi Kid's Club. Other leisure options include a fitness centre, table tennis and tennis facilities.
Boasting 10 dining options, highlights include hearty buffet breakfasts at The Market and seafood barbecues by the riverfront at Riverside Terrace. Other dining options include Manohra Dining Cruise which specialises in Thai cuisine and the Benihana serving Japanese Teppanyaki. A 24-hour room service is also available.",Thailand,596,"Stayed 4 nights,Stayed 12 nights,Junior River View Suite with Kasara Executive Lounge Access,Submitted via mobile,Stayed 1 night,Anantara Riverfront Suite with Kasara Executive Lounge Access,Solo traveller,Deluxe Riverfront Room with Kasara Executive Lounge Access,Business trip,Deluxe River View Room,Leisure trip,Stayed 5 nights,People with friends,Stayed 2 nights,Deluxe Room,Family with young children,Couple,Anantara Riverfront Suite with Suite Experience,Stayed 8 nights,Deluxe Riverfront Room,Stayed 3 nights,Deluxe Junior Suites,Stayed 6 nights,Group",https://t-cf.bstatic.com/xdata/images/hotel/max500/328760026.jpg?k=6b58044536f93688f75003eaacb61a199328fb9d03a69d807251af8e8bb9669e&o=&hp=1,https://www.booking.com/hotel/th/bangkok-riverside-resort-and-spa.en-gb.html?label=gen173nr-1FCCoo3QE4rAJICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuALS3qOSBsACAdICJGRjYzAyYTk0LTNmZDItNDI2My04ZDk2LWUyMzRhMTY4MDY1ZdgCBeACAQ;sid=29e37d7e919134f85ca8f560fea104a1,"Netherlands,United Arab Emirates,Finland,Dominica,Israel,Guam,United Kingdom,Kenya,Romania,Hong Kong,Indonesia,South Africa,Thailand,Greece,Germany,Sweden,Spain,Oman,Saudi Arabia,Canada,Kuwait,Australia,Switzerland,Estonia,United States","staff,pool,hotel","restaurant,river,food",0,1,1,1,0,63,3
Sivatel Bangkok Hotel,"53 Wittayu Road, Lumpini, Patumwan, Pathumwan, 10330 Bangkok, Thailand","13.74478875,100.54800153",9.3,"You're eligible for a Genius discount at Sivatel Bangkok Hotel! To save at this property, all you have to do is sign in.
Live the high life at Sivatel Bangkok Hotel, a 5-star luxurious hotel with free Wi-Fi, 2 dining options and an infinity pool. It is centrally located in Bangkok's Ploenchit area in Pathumwan district.
Sivatel Bangkok Hotel is a 5-minute walk from Ploenchit BTS Skytrain Station and less than 0.6 miles from shopping at Central World Plaza and Pratunam Market. Suvarnabhumi International Airport is 24.9 miles from the hotel.
The modern rooms are equipped with a 40-inch flat-screen TV, iPod dock and Apple TV systems. A minibar and personal safe are also included. Spacious bathrooms feature a bathtub and floor-to-ceiling windows with beautiful city views.
The Porch offers international cuisine and fine wine in an elegant setting. Other dining options include coffee at Cafe Jardin.
Recreation choices include working out at the fitness centre, or enjoying a massage at the spa. The hotel also provides a business centre, tour desk and concierge services.",Thailand,197,"1 Bedroom Corner Suite - Roselle Suite,Stayed 4 nights,Submitted via mobile,Stayed 1 night,1 Bedroom Suite Special Offer - Champa Suite Special Offer,Stayed 9 nights,Solo traveller,Business trip,Leisure trip,Stayed 5 nights,People with friends,Stayed 2 nights,Family with young children,1 Bedroom Suite - Champa Suite,Couple,Orchid Duplex Suite - Two Bedroom,Stayed 3 nights,Deluxe King room - Jasmine,Stayed 6 nights,Group",https://t-cf.bstatic.com/xdata/images/hotel/max500/330546797.jpg?k=64ad00ce0b543535e6e8a3c83e697cc7b143b2d987d58b14a631fa3b6b2e76e1&o=&hp=1,https://www.booking.com/hotel/th/sivatel-bangkok.en-gb.html?label=gen173nr-1FCCoo3QE4rAJICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuALS3qOSBsACAdICJGRjYzAyYTk0LTNmZDItNDI2My04ZDk2LWUyMzRhMTY4MDY1ZdgCBeACAQ;sid=dcc6a01362930fbb420ff6e9f8d49f27,"Thailand,Canada,United Kingdom,Malaysia,Denmark,Sweden,Hong Kong,Netherlands,Vietnam,United Arab Emirates,Australia,Japan,Brunei Darussalam,Romania,Oman,Belgium,China,United States","staff,room,hotel","iron,shower,lady",1,1,1,1,1,23,0
